State Code,County Code,Site Number,Latitude,Longitude,Datum,Elevation,Land Use,Location Setting,Site Established Date,Site Closed Date,Met Site State Code,Met Site County Code,Met Site Site Number,Met Site Type,Met Site Distance,Met Site Direction,GMT Offset,Owning Agency,Local Site Name,Address,Zip Code,State Name,County Name,City Name,CBSA Name,Tribe Name,Extraction Date
6,89,9,40.689253,-122.402194,WGS84,246,COMMERCIAL,RURAL,4/1/2009,,,,,,,,-8,Shasta County APCD,Shasta Lake - Lake Blvd,"13791 Lake Blvd, Shasta Lake, CA",96019,California,Shasta,Shasta Lake,"Redding, CA",,5/18/2021
6,89,1001,40.90516,-121.65332,WGS84,945,INDUSTRIAL,RURAL,1/1/1984,,,,,,,,-8,Shasta County APCD,,"1.5 MI N. BLACK RANCH RD., BURNEY",,California,Shasta,Burney,"Redding, CA",,5/18/2021
6,89,1002,40.88377,-121.650265,WGS84,96,AGRICULTURAL,RURAL,1/1/1985,,,,,,,,-8,Shasta County APCD,,"HIGH SCHOOL, BURNEY",,California,Shasta,Burney,"Redding, CA",,5/18/2021
6,89,3003,40.53999,-121.57646,WGS84,1755,FOREST,RURAL,11/1/1987,,,,,ON-SITE MET EQUIP,,,-8,National Park Service,Lassen Volcanic NP - Manzanita Lake Fire Station,"MANZANITA LAKE RS, LASSEN VOLCANIC NP",96071,California,Shasta,Not in a City,"Redding, CA",,5/18/2021
6,89,3004,40.6304,-122.4031,WGS84,236,RESIDENTIAL,SUBURBAN,1/1/2002,,,,,,,,-8,Shasta County APCD,Redding - Buckeye,"3407 Hiatt Drive, Redding, CA 96003",96003,California,Shasta,Redding,"Redding, CA",,5/18/2021
6,89,3005,40.69184,-122.40179,WGS84,281,RESIDENTIAL,RURAL,1/1/2002,,,,,,,,-8,Shasta County APCD,Redding - Toyon,"17752 Shasta Dam Blvd. Shasta Lake, CA 96019",96019,California,Shasta,Shasta Lake,"Redding, CA",,5/18/2021
6,93,4,41.308485,-122.333345,WGS84,1061,RESIDENTIAL,SUBURBAN,10/1/1993,,,,,,,,-8,Siskiyou County APCD,Mt. Shasta Hatchery,"3 NORTH OLD STAGE ROAD, MT. SHASTA",,California,Siskiyou,Mount Shasta,,,5/18/2021
6,93,5,41.711825,-121.509993,WGS84,1451,AGRICULTURAL,RURAL,2/1/1994,,,,,,10,,-8,Siskiyou County APCD,Lava Beds National Monument,"P.O. BOX 867, LAVA BEDS",,California,Siskiyou,Lava Beds National Monument,,,5/18/2021
6,93,7,41.426551,-122.382231,WGS84,1334,RESIDENTIAL,URBAN AND CENTER CITY,8/26/2010,,,,,,,,-8,Siskiyou County APCD,Weed,"575 WHITE AVENUE, WEED,CA",96094,California,Siskiyou,Weed,,,5/18/2021
6,93,1002,41.424594,-122.392794,WGS84,1077,INDUSTRIAL,SUBURBAN,1/1/1982,,,,,,,,-8,Siskiyou County APCD,,"CA DIV OF FORESTRY, PO BOX 704, WEED",,California,Siskiyou,Weed,,,5/18/2021
6,93,2001,41.726892,-122.633579,WGS84,802,COMMERCIAL,SUBURBAN,1/1/1974,,,,,,,,-8,Siskiyou County APCD,Yreka,"530 FOOTHILL DR., YREKA",96097,California,Siskiyou,Yreka,,,5/18/2021
6,93,2002,41.758477,-122.484466,WGS84,816,AGRICULTURAL,RURAL,7/1/1985,,,,,,,,-8,California Air Resources Board,"SISKIYOU COUNTY AIRPORT, OPEN FLAT TERRAIN.","AIRPORT ROAD, 4 MILES NORTH OF MONTAGUE",,California,Siskiyou,Montague,,,5/18/2021
6,95,2,38.2455,-122.0539,WGS84,4,RESIDENTIAL,SUBURBAN,1/1/1970,,,,,,,,-8,Bay Area Air Quality Management District,Fairfield - Gregory,"BAAPCD-401 GREGORY ST, FAIRFIELD",94533,California,Solano,Fairfield,"Vallejo-Fairfield, CA",,5/18/2021
6,95,4,38.102507,-122.237976,WGS84,6,COMMERCIAL,URBAN AND CENTER CITY,1/1/1976,,,,,,,,-8,Bay Area Air Quality Management District,Vallejo,304 TUOLUMNE ST.,94590,California,Solano,Vallejo,"Vallejo-Fairfield, CA",,5/18/2021
6,95,5,38.227066,-122.075624,WGS84,10,AGRICULTURAL,RURAL,5/29/2002,,,,,,,,-8,Bay Area Air Quality Management District,Fairfield,1010 CHADBOURNE RD,94534,California,Solano,Fairfield,"Vallejo-Fairfield, CA",,5/18/2021
6,95,6,38.0656,-122.1507,WGS84,109,RESIDENTIAL,SUBURBAN,4/1/2007,,,,,,,,-8,Bay Area Air Quality Management District,Benicia - VIP,"E SECOND ST, BENICIA",94510,California,Solano,Benicia,"Vallejo-Fairfield, CA",,5/18/2021
6,95,3001,38.3514,-121.9941,NAD83,59,COMMERCIAL,URBAN AND CENTER CITY,1/1/1979,,,,,,,,-8,Yolo-Solano APCD,Vacaville-Merchant Street,"650 MERCHANT ST., VACAVILLE",95687,California,Solano,Vacaville,"Vallejo-Fairfield, CA",,5/18/2021
6,95,3003,38.35655,-121.94986,NAD83,55,COMMERCIAL,SUBURBAN,7/1/2003,,,,,,,,-8,California Air Resources Board,Vacaville-Ulatis Drive,"2012 ULATIS DRIVE, VACAVILLE",95687,California,Solano,Vacaville,"Vallejo-Fairfield, CA",,5/18/2021
6,95,6001,38.18839,-121.70564,WGS84,6,RESIDENTIAL,SUBURBAN,7/20/1989,,,,,,,,-8,California Air Resources Board,Rio Vista,Airport Rd. near Island Rd.,94571,California,Solano,Rio Vista,"Vallejo-Fairfield, CA",,5/18/2021
6,97,1,38.804267,-123.018142,WGS84,91,COMMERCIAL,URBAN AND CENTER CITY,1/1/1982,,,,,,,,-8,Northern Sonoma County APCD,Cloverdale,"100 WASHINGTON ST., CLOVERDALE",95425,California,Sonoma,Cloverdale,"Santa Rosa, CA",,5/18/2021
6,97,2,38.610905,-122.868794,WGS84,30,COMMERCIAL,URBAN AND CENTER CITY,1/1/1980,,,,,,,,-8,Northern Sonoma County APCD,Healdsburg-Matheson,"133 MATHESON ST., HEALDSBURG",95448,California,Sonoma,Healdsburg,"Santa Rosa, CA",,5/18/2021
6,97,4,38.403765,-122.818294,WGS84,78,COMMERCIAL,URBAN AND CENTER CITY,1/3/2014,,,,,,,,-8,Bay Area Air Quality Management District,Sebastopol,"103 Morris Street,",95472,California,Sonoma,Sebastopol,"Santa Rosa, CA",,5/18/2021
6,97,1002,38.188529,-122.63054,WGS84,14,RESIDENTIAL,URBAN AND CENTER CITY,1/1/1973,,,,,,,,-8,Bay Area Air Quality Management District,Petaluma-Payran St.,"301 PAYRAN ST., PETALUMA",,California,Sonoma,Petaluma,"Santa Rosa, CA",,5/18/2021
6,97,1003,38.654069,-122.901857,WGS84,84,COMMERCIAL,RURAL,6/1/1991,,,,,,,,-8,Northern Sonoma County APCD,Healdsburg-Municipal Airport,"MUNICIPAL AIRPORT-200A HEIDELBERG WAY, HEALDSBURG",95448,California,Sonoma,Healdsburg,"Santa Rosa, CA",,5/18/2021
6,97,3002,38.501112,-122.998181,WGS84,12,MOBILE,URBAN AND CENTER CITY,4/1/1990,,,,,,,,-8,Northern Sonoma County APCD,Guerneville-Church and 1st,"CHURCH AND FIRST STREETS, GUERNEVILLE CA",95446,California,Sonoma,Guerneville,"Santa Rosa, CA",,5/18/2021
6,97,5001,38.506024,-122.997221,WGS84,17,INDUSTRIAL,URBAN AND CENTER CITY,1/1/1982,,,,,,,,-8,Northern Sonoma County APCD,,"FS-14100 ARMSTRONG WOODS RD, GUERNEVILLE",,California,Sonoma,Guerneville,"Santa Rosa, CA",,5/18/2021
6,97,6001,38.41736,-122.76167,WGS84,29,RESIDENTIAL,SUBURBAN,5/7/1987,,,,,,,,-8,California Air Resources Board,Santa Rosa,3842 Finley Ave.,95407,California,Sonoma,Santa Rosa,"Santa Rosa, CA",,5/18/2021
6,97,6002,38.13161,-122.47467,WGS84,0,RESIDENTIAL,SUBURBAN,9/26/1989,,,,,,,,-8,California Air Resources Board,Sonoma Baylands,7698 Lakeville Road,94954,California,Sonoma,Not in a City,"Santa Rosa, CA",,5/18/2021
6,99,2,37.648819,-120.997712,WGS84,27,RESIDENTIAL,URBAN AND CENTER CITY,5/15/1980,,,,,ON-SITE MET EQUIP,,,-8,California Air Resources Board,Modesto-Courthouse,"1100 'I' ST, MODESTO (COURT HOUSE)",,California,Stanislaus,Modesto,"Modesto, CA",,5/18/2021
6,99,3,37.641597,-120.994656,WGS84,27,RESIDENTIAL,SUBURBAN,11/1/1980,,,,,ON-SITE MET EQUIP,,,-8,California Air Resources Board,Modesto-County Center,"CNTY CNTR-921 OAKDALE RD, MODESTO",,California,Stanislaus,Modesto,"Modesto, CA",,5/18/2021
6,99,4,37.686318,-121.043547,WGS84,27,RESIDENTIAL,SUBURBAN,1/1/1981,,,,,,,,-8,Stanislaus County APCD,," FS #6, 2700 STANDIFORD RD., MODESTO",,California,Stanislaus,Modesto,"Modesto, CA",,5/18/2021
6,99,5,37.642165,-120.994212,NAD83,27,COMMERCIAL,URBAN AND CENTER CITY,1/1/1981,,,,,,,,-8,California Air Resources Board,Modesto-14th Street,"814 14TH ST., MODESTO",95354,California,Stanislaus,Modesto,"Modesto, CA",,5/18/2021
6,99,6,37.488317,-120.836008,NAD83,56,RESIDENTIAL,SUBURBAN,4/1/1992,,,,,ON-SITE MET EQUIP,,,-8,San Joaquin Valley Unified Air Pollution Control District,Turlock," 900 S MINARET STREET, TURLOCK, CA",95380,California,Stanislaus,Turlock,"Modesto, CA",,5/18/2021
6,99,10,37.642152,-120.994656,WGS84,8,COMMERCIAL,URBAN AND CENTER CITY,1/6/1998,,,,,,,,-8,California Air Resources Board,Modesto-14th St.,814 14TH ST-MODESTO ROVER,,California,Stanislaus,Modesto,"Modesto, CA",,5/18/2021
6,101,3,39.138773,-121.618549,WGS84,20,COMMERCIAL,SUBURBAN,10/1/1989,,,,,ON-SITE MET EQUIP,,,-8,California Air Resources Board,Yuba City,"773 ALMOND ST, YUBA CITY",95991,California,Sutter,Yuba City,"Yuba City, CA",,5/18/2021
6,101,4,39.205572,-121.820362,WGS84,640,AGRICULTURAL,RURAL,5/1/1993,,,,,,10,,-8,California Air Resources Board,Sutter Buttes (seasonal)," TOP OF SOUTH BUTTE,SUTTER BUTTES, CA",95982,California,Sutter,Sutter,"Yuba City, CA",,5/18/2021
6,101,1001,39.158224,-121.751081,WGS84,22,RESIDENTIAL,SUBURBAN,1/1/1982,,,,,,,,-8,Sutter County APCD,,"FIRE STATION, SUTTER CITY",,California,Sutter,Sutter,"Yuba City, CA",,5/18/2021
6,103,4,40.262072,-122.092766,WGS84,568,FOREST,RURAL,6/1/1995,,,,,,10,,-8,California Air Resources Board,Tuscan Butte (seasonal),OLD FIRE LOOKOUT ATOP TUSCAN BUTTE,96080,California,Tehama,Not in a City,"Red Bluff, CA",,5/18/2021
6,103,7,40.17093,-122.25556,WGS84,100,RESIDENTIAL,SUBURBAN,1/24/2015,,,,,,,,-8,Tehama County APCD,Red Bluff-Walnut St. District Office,"1834 Walnut Street, Red Bluff, CA 96080",96080,California,Tehama,Red Bluff,"Red Bluff, CA",,5/18/2021
6,105,2,40.73475,-122.9412,WGS84,600,RESIDENTIAL,URBAN AND CENTER CITY,12/10/1994,,,,,,,,-8,North Coast Unified Air Quality Management District,Weaverville-Courthouse,"11 COURT STREET, WEAVERVILLE, CA 96093",96093,California,Trinity,Weaverville,,,5/18/2021
6,105,9000,40.786247,-122.805707,WGS84,1014,FOREST,RURAL,10/18/2000,,,,,,,,-8,National Park Service,Trinity,Trinity,96052,California,Trinity,Not in a City,,,5/18/2021
6,107,2,36.566889,-118.777321,WGS84,1901,,RURAL,1/1/1982,,,,,,,,-8,National Park Service,Sequoia NP-Lower Kaweah,"LOWER KAWEAH-GIANT FOREST, SEQUOIA NP",,California,Tulare,Sequoia National Park,"Visalia-Porterville, CA",,5/18/2021
6,107,3,36.595222,-118.735931,WGS84,2036,,RURAL,1/1/1982,,,,,,,,-8,National Park Service,Sequoia NP-Lodgepole Chlorinator,"CHLORINATOR-LODGEPOLE, SEQUOIA NP",,California,Tulare,Sequoia National Park,"Visalia-Porterville, CA",,5/18/2021
6,107,6,36.566128,-118.7777,NAD83,1890,FOREST,RURAL,1/1/1987,,,,,ON-SITE MET EQUIP,,,-8,National Park Service,Sequoia & Kings Canyon NPs - Lower Kaweah,"LOWER KAWEAH, SEQUOIA NP",93271,California,Tulare,Not in a City,"Visalia-Porterville, CA",,5/18/2021
6,107,9,36.48947,-118.82915,WGS84,510,FOREST,RURAL,7/1/1999,,,,,,,,-8,National Park Service,Sequoia & Kings Canyon NPs - Ash Mountain,SEQUOIA & KINGS CANYON NP,93271,California,Tulare,Not in a City,"Visalia-Porterville, CA",,5/18/2021
6,107,1001,36.498835,-118.824821,WGS84,521,,,1/1/1982,,,,,,,,-8,National Park Service,Sequoia NP-Ash Mountain,"ASH MOUNTIAN, SEQUOIA NATIONAL PARK",,California,Tulare,Sequoia National Park,"Visalia-Porterville, CA",,5/18/2021
6,107,1003,36.48951,-118.829265,WGS84,457,FOREST,RURAL,1/15/2002,,,,,,,,-8,California Air Resources Board,Sequoia NP-Generals HWY,"47012 GENERALS HIGHWAY, SEQUOIA",,California,Tulare,Sequoia National Park,"Visalia-Porterville, CA",,5/18/2021
6,107,2002,36.332179,-119.291228,WGS84,97,COMMERCIAL,URBAN AND CENTER CITY,1/1/1979,,,,,,,,-8,California Air Resources Board,Visalia-Church,"310 N CHURCH ST, VISALIA",93291,California,Tulare,Visalia,"Visalia-Porterville, CA",,5/18/2021
6,107,2010,36.031831,-119.055018,WGS84,136.25,AGRICULTURAL,RURAL,12/1/2009,,,,,,,,-8,San Joaquin Valley Unified Air Pollution Control District,Porterville,"1839 South Newcomb Street Porterville, CA 93257",93257,California,Tulare,Porterville,"Visalia-Porterville, CA",,5/18/2021
6,107,3000,36.314159,-119.393071,NAD83,90,AGRICULTURAL,RURAL,7/1/1998,,,,,,,,-8,San Joaquin Valley Unified Air Pollution Control District,Visalia-Airport,"9501 West Airport Drive, Visalia, CA 93277",93277,California,Tulare,Visalia,"Visalia-Porterville, CA",,5/18/2021
6,107,4001,36.528837,-119.017327,WGS84,460,RESIDENTIAL,URBAN AND CENTER CITY,8/1/1988,,,,,,,,-8,Tulare County APCD,,"COURT HOUSE-87 E MORTON, PORTERVILLE",,California,Tulare,Porterville,"Visalia-Porterville, CA",,5/18/2021
6,109,5,37.98178,-120.378551,NAD83,571,RESIDENTIAL,URBAN AND CENTER CITY,7/1/1992,,,,,ON-SITE MET EQUIP,,,-8,California Air Resources Board,Sonora-Barretta Street," 251 S BARRETTA, SONORA, CA 95370",95370,California,Tuolumne,Sonora,"Sonora, CA",,5/18/2021
6,111,7,34.210169,-118.870509,NAD83,244,RESIDENTIAL,SUBURBAN,3/1/1992,,,,,ON-SITE MET EQUIP,,,-8,California Air Resources Board,Thousand Oaks,"2323 Moorpark Road, Thousand Oaks, CA  91360",91360,California,Ventura,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,111,8,34.291257,-118.79765,NAD83,288,DESERT,RURAL,7/1/1995,,,,,ON-SITE MET EQUIP,,,-8,Ventura County APCD,"SITE IN SIMI VALLEY LANDFILL. NEAREST TRAFFIC HWY 118, SO, 1/2 MI.","2801 MADERA ROAD, SIMI VALLEY",93065,California,Ventura,Not in a City,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,111,9,34.404281,-118.80998,NAD83,190,AGRICULTURAL,RURAL,11/1/2000,,,,,,,,-8,Ventura County APCD,Piru - Pacific,"3301 PACIFIC AVENUE, PIRU, CA  93040",93015,California,Ventura,Piru,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,111,1004,34.44806,-119.2313,NAD83,262,RESIDENTIAL,SUBURBAN,4/1/1996,,,,,ON-SITE MET EQUIP,,,-8,Ventura County APCD,Ojai - East Ojai Ave,"1201 E. OJAI AVENUE, OJAI, CA  93023",93023,California,Ventura,Ojai,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,111,2002,34.276316,-118.683685,NAD83,314,RESIDENTIAL,SUBURBAN,6/1/1985,,,,,,,,-8,Ventura County APCD,Simi Valley-Cochran Street,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",93063,California,Ventura,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,111,3001,34.25239,-119.143182,NAD83,43,RESIDENTIAL,RURAL,10/20/1978,,,,,ON-SITE MET EQUIP,,,-8,Ventura County APCD,El Rio-Rio Mesa School #2,"545 CENTRAL AVENUE, OXNARD, CA  93030",93036,California,Ventura,Not in a City,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,111,3003,34.280835,-119.292889,WGS84,18,COMMERCIAL,URBAN AND CENTER CITY,10/3/1980,,,,,,,,-8,Ventura County APCD,,"535 E MAIN ST, VENTURA",,California,Ventura,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",,5/18/2021
6,113,3,38.583239,-121.781352,WGS84,16,,,1/1/1984,,,,,,,,-8,California Air Resources Board,Davis-Golf Course,"GOLF COURSE 113/29, DAVIS",,California,Yolo,Davis,"Sacramento--Roseville--Arden-Arcade, CA",,5/18/2021
6,113,4,38.53445,-121.7734,WGS84,0,AGRICULTURAL,RURAL,9/1/1987,,,,,,,,-8,Yolo-Solano APCD,Davis-UCD Campus,"UC DAVIS-CAMPUS, CAMPBELL ROAD WEST OF HIWAY 113 & SOUTH OF HUTCHISON DRIVE.",95616,California,Yolo,Not in a City,"Sacramento--Roseville--Arden-Arcade, CA",,5/18/2021
6,113,6,38.546296,-121.746072,WGS84,0,MOBILE,URBAN AND CENTER CITY,1/1/1994,,,,,,,,-8,Yolo-Solano APCD,Davis-Russel Blvd,"23 RUSSEL BLVD, DAVIS",,California,Yolo,Davis,"Sacramento--Roseville--Arden-Arcade, CA",,5/18/2021
6,113,1003,38.66121,-121.73269,WGS84,11,RESIDENTIAL,SUBURBAN,5/27/1998,,,,,,,,-8,Yolo-Solano APCD,Woodland-Gibson Road,"41929 E. GIBSON ROAD, WOODLAND",95776,California,Yolo,Woodland,"Sacramento--Roseville--Arden-Arcade, CA",,5/18/2021
6,113,2001,38.57146,-121.52579,WGS84,13,INDUSTRIAL,URBAN AND CENTER CITY,1/1/1980,,,,,,,,-8,Yolo-Solano APCD,West Sacramento-15th Street,"132 15TH ST., WEST SACRAMENTO",95691,California,Yolo,West Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",,5/18/2021
